rostime,x_acc,y_acc,z_acc
1592291205.77,-1.128,-9.248,-3.481
1592291205.774,-0.49,-8.081,-2.756
1592291205.778,-0.167,-8.757,-1.873
1592291205.781,-0.049,-9.591,-2.432
1592291205.785,-0.382,-9.042,-2.981
1592291205.789,-1.255,-8.345,-2.618
1592291205.793,-1.667,-9.689,-3.923
1592291205.797,-1.51,-7.502,-3.697
1592291205.801,-0.726,-9.248,-2.52
1592291205.805,-0.108,-9.581,-2.216
1592291205.809,-0.147,-9.503,-2.03
1592291205.813,0.108,-9.561,-2.197
1592291205.817,0.804,-8.463,-3.295
1592291205.821,1.03,-10.169,-3.619
1592291205.825,0.265,-9.159,-3.462
1592291205.829,-0.343,-8.904,-2.795
1592291205.833,-0.628,-10.572,-2.618
1592291205.836,-0.667,-7.914,-2.834
1592291205.84,-0.01,-8.787,-3.119
1592291205.844,0.706,-9.365,-3.364
1592291205.848,0.892,-9.503,-3.315
1592291205.852,0.284,-9.444,-2.638
1592291205.856,-0.069,-9.208,-2.393
1592291205.86,0.304,-8.14,-2.56
1592291205.864,0.343,-8.444,-2.834
1592291205.868,-0.108,-9.826,-4.08
1592291205.872,-0.245,-9.385,-4.119
1592291205.876,-0.588,-8.463,-2.913
1592291205.88,-0.049,-10.611,-3.275
1592291205.884,1.049,-8.64,-3.462
1592291205.888,1.334,-8.738,-2.854
1592291205.892,0.765,-11.131,-3.403
1592291205.895,-0.147,-8.904,-3.697
1592291205.899,-1.108,-8.238,-2.471
1592291205.903,-0.431,-9.983,-2.579
1592291205.907,1.089,-8.846,-3.334
1592291205.911,0.912,-9.228,-2.677
1592291205.915,0.51,-9.944,-3.001
1592291205.919,0.226,-8.542,-3.442
1592291205.923,-0.588,-7.796,-2.01
1592291205.927,-0.363,-9.63,-2.432
1592291205.931,0.451,-8.6,-2.599
1592291205.935,0.51,-9.405,-2.775
1592291205.939,0.206,-9.767,-3.501
1592291205.943,-0.265,-8.698,-3.334
1592291205.947,-0.206,-9.63,-2.981
1592291205.95,0.363,-9.669,-3.138
1592291205.954,-0.284,-10.787,-4.06
1592291205.958,-1.353,-9.042,-3.697
1592291205.962,-2.177,-9.061,-2.775
1592291205.966,-2.03,-9.542,-1.952
1592291205.97,-0.471,-9.179,-2.099
1592291205.974,1.393,-9.189,-2.118
1592291205.978,2.138,-9.581,-3.295
1592291205.982,1.206,-8.944,-3.658
1592291205.986,-0.127,-8.738,-3.295
1592291205.99,-0.667,-8.159,-1.991
1592291205.994,-0.471,-9.307,-1.912
1592291205.998,0.402,-8.718,-2.736
1592291206.002,0.402,-8.679,-3.177
1592291206.006,-0.108,-10.189,-4.158
1592291206.009,-0.686,-8.12,-4.403
1592291206.013,-0.431,-10.189,-3.079
1592291206.017,0.049,-9.444,-2.52
1592291206.021,0.167,-9.12,-2.873
1592291206.025,0.147,-10.013,-2.942
1592291206.029,-0.049,-8.806,-3.599
1592291206.033,0.01,-8.924,-3.236
1592291206.037,0.785,-9.444,-2.716
1592291206.041,0.834,-8.12,-2.314
1592291206.045,0.049,-9.287,-2.099
1592291206.049,-0.265,-9.228,-2.756
1592291206.053,-0.765,-9.003,-3.275
1592291206.057,-1.01,-9.964,-3.923
1592291206.061,-0.382,-8.983,-4.482
1592291206.064,-0.226,-8.64,-4.099
1592291206.068,-0.824,-8.296,-2.893
1592291206.072,-0.588,-9.522,-2.236
1592291206.076,-0.471,-9.787,-2.501
1592291206.08,-0.745,-8.522,-2.54
1592291206.084,-0.667,-9.287,-3.158
1592291206.088,-0.363,-8.806,-3.697
1592291206.092,-0.569,-8.679,-2.922
1592291206.096,-1.187,-9.179,-2.373
1592291206.1,-0.029,-9.267,-2.471
1592291206.104,0.304,-8.561,-1.991
1592291206.108,-0.167,-9.159,-2.157
1592291206.112,-0.069,-10.071,-3.442
1592291206.116,-0.088,-8.542,-3.177
1592291206.12,-0.147,-8.64,-2.638
1592291206.123,0.049,-10.15,-2.452
1592291206.127,0.51,-8.757,-2.501
1592291206.131,0.824,-9.346,-2.03
1592291206.135,0.088,-9.061,-3.099
1592291206.139,-0.226,-9.326,-3.658
1592291206.143,-0.412,-7.492,-1.912
1592291206.147,-1.589,-9.924,-1.628
1592291206.151,-2.03,-9.689,-1.628
1592291206.155,-1.108,-9.022,-1.991
1592291206.159,-0.412,-8.316,-1.795
1592291206.163,-0.451,-11.395,-4.158
1592291206.167,-1.187,-7.698,-4.521
1592291206.171,-1.736,-8.757,-3.079
1592291206.175,-1.167,-11.699,-4.021
1592291206.178,0.147,-8.159,-4.521
1592291206.182,1.049,-9.365,-3.177
1592291206.186,0.853,-9.346,-2.942
1592291206.19,0.363,-10.572,-3.442
1592291206.194,-1.089,-8.865,-1.314
1592291206.198,-0.99,-10.209,-2.412
1592291206.202,0.147,-8.522,-1.952
1592291206.206,0.765,-10.052,-1.795
1592291206.21,1.128,-9.865,-2.962
1592291206.214,0.765,-8.404,-2.815
1592291206.218,0.402,-9.669,-2.913
1592291206.222,0.108,-7.316,-3.344
1592291206.226,0.304,-8.983,-2.893
1592291206.23,0.245,-8.846,-2.716
1592291206.234,-0.304,-9.248,-3.844
1592291206.237,-0.971,-9.767,-4.158
1592291206.241,-0.99,-8.002,-4.138
1592291206.245,-0.932,-9.503,-3.06
1592291206.249,-1.853,-10.405,-2.432
1592291206.253,-1.589,-10.307,-3.079
1592291206.257,-1.275,-8.718,-2.775
1592291206.261,-1.491,-10.807,-4.207
1592291206.265,-1.412,-9.444,-5.168
1592291206.269,-1.049,-7.914,-3.364
1592291206.273,-0.765,-11.209,-2.677
1592291206.277,-0.363,-9.944,-3.403
1592291206.281,0.167,-7.924,-2.815
1592291206.285,0.343,-9.159,-2.432
1592291206.289,-0.363,-8.944,-3.315
1592291206.292,-0.324,-9.65,-3.02
1592291206.296,0.686,-8.561,-1.971
1592291206.3,1.432,-9.101,-2.579
1592291206.304,1.275,-9.846,-3.04
1592291206.308,0.402,-9.042,-2.677
1592291206.312,-0.686,-9.061,-2.795
1592291206.316,-0.99,-9.807,-3.295
1592291206.32,0.226,-9.208,-3.217
1592291206.324,1.03,-9.787,-3.521
1592291206.328,0.628,-8.718,-3.197
1592291206.332,0.647,-9.346,-2.618
1592291206.336,0.686,-10.013,-2.314
1592291206.34,0.765,-8.806,-2.795
1592291206.343,1.314,-9.385,-3.158
1592291206.347,1.491,-8.806,-3.54
1592291206.351,0.686,-9.542,-3.717
1592291206.355,-0.01,-9.561,-3.579
1592291206.359,-0.265,-8.679,-3.364
1592291206.363,-0.53,-10.307,-3.236
1592291206.367,-0.431,-10.474,-3.785
1592291206.371,-0.706,-7.6,-2.854
1592291206.375,-0.971,-9.767,-2.432
1592291206.379,-0.451,-10.689,-3.119
1592291206.383,0.088,-7.012,-2.775
1592291206.387,0.402,-10.807,-2.52
1592291206.391,0.49,-9.503,-2.736
1592291206.395,-0.127,-7.453,-2.491
1592291206.399,-0.186,-8.718,-1.069
1592291206.402,0.51,-10.424,-2.893
1592291206.406,0.824,-7.983,-3.403
1592291206.41,0.245,-9.248,-2.618
1592291206.414,-0.127,-10.228,-3.481
1592291206.418,-0.431,-6.453,-3.256
1592291206.422,0.127,-8.846,-2.599
1592291206.426,1.412,-10.728,-3.275
1592291206.43,1.53,-10.169,-4.707
1592291206.434,0.304,-7.894,-3.217
1592291206.438,-0.431,-9.944,-3.736
1592291206.442,-0.765,-8.218,-4.001
1592291206.446,-1.275,-8.022,-2.138
1592291206.45,-1.049,-11.297,-2.03
1592291206.454,-1.471,-8.257,-3.521
1592291206.457,-2.471,-7.796,-3.02
1592291206.461,-1.853,-8.767,-3.138
1592291206.465,0.01,-9.267,-4.59
1592291206.469,0.785,-8.542,-2.893
1592291206.473,0.834,-10.807,-2.579
1592291206.477,0.049,-9.463,-3.481
1592291206.481,-1.01,-7.473,-2.54
1592291206.485,-0.412,-9.944,-2.412
1592291206.489,0.706,-9.767,-2.795
1592291206.493,0.569,-9.287,-2.491
1592291206.497,0.382,-9.483,-2.256
1592291206.501,-0.049,-9.208,-2.854
1592291206.505,-0.382,-8.316,-2.412
1592291206.509,0.824,-10.052,-2.638
1592291206.513,1.412,-9.581,-3.02
1592291206.516,0.069,-8.277,-3.256
1592291206.52,-1.648,-7.718,-3.158
1592291206.524,-2.01,-8.483,-3.06
1592291206.528,-1.775,-8.002,-2.295
1592291206.532,-0.932,-9.003,-2.373
1592291206.536,0.343,-9.542,-2.393
1592291206.54,-0.049,-8.238,-3.02
1592291206.544,-1.069,-8.846,-2.756
1592291206.548,-1.049,-10.326,-2.677
1592291206.552,-0.667,-8.757,-2.471
1592291206.556,-0.873,-9.12,-2.412
1592291206.56,-1.01,-9.885,-2.697
1592291206.564,-0.99,-8.159,-2.815
1592291206.568,-0.51,-8.846,-2.177
1592291206.571,0.049,-10.268,-2.05
1592291206.575,0.726,-9.846,-2.922
1592291206.579,0.569,-8.826,-2.56
1592291206.583,-0.206,-9.591,-2.56
1592291206.587,-0.304,-10.189,-3.403
1592291206.591,-0.226,-8.238,-2.471
1592291206.595,-0.147,-9.865,-2.275
1592291206.599,-0.01,-9.728,-3.462
1592291206.603,-0.51,-6.757,-2.716
1592291206.607,-0.912,-9.611,-2.197
1592291206.611,-1.471,-9.561,-2.854
1592291206.615,-1.451,-7.894,-2.069
1592291206.619,-0.569,-9.463,-1.893
1592291206.623,0.667,-8.62,-3.138
1592291206.627,1.089,-8.885,-3.56
1592291206.63,1.334,-10.15,-3.579
1592291206.634,1.412,-9.346,-4.403
1592291206.638,0.147,-8.1,-3.462
1592291206.642,-0.167,-10.65,-3.883
1592291206.646,0.382,-8.983,-4.305
1592291206.65,0.206,-8.385,-3.785
1592291206.654,0.608,-11.935,-4.138
1592291206.658,0.706,-8.444,-3.197
1592291206.662,-0.451,-10.572,-2.412
1592291206.666,-1.53,-9.424,-2.52
1592291206.67,-1.373,-8.826,-3.236
1592291206.674,-1.334,-10.307,-2.677
1592291206.678,-1.03,-9.159,-3.599
1592291206.682,-0.853,-9.346,-3.658
1592291206.685,-1.206,-8.336,-2.373
1592291206.689,-0.824,-8.679,-2.314
1592291206.693,-0.873,-8.826,-2.138
1592291206.697,-0.667,-9.561,-2.471
1592291206.701,0.0,-8.806,-3.275
1592291206.705,-0.029,-9.326,-4.246
1592291206.709,0.226,-8.296,-4.04
1592291206.713,0.412,-9.287,-4.266
1592291206.717,0.0,-9.248,-3.56
1592291206.721,-0.324,-10.405,-4.001
1592291206.725,-0.412,-8.806,-3.736
1592291206.729,-0.284,-8.061,-3.099
1592291206.733,0.284,-10.228,-3.501
1592291206.737,0.284,-8.64,-3.481
1592291206.741,-0.049,-9.689,-2.834
1592291206.744,-0.01,-9.307,-1.932
1592291206.748,-0.226,-10.434,-2.599
1592291206.752,-0.588,-7.796,-2.599
1592291206.756,-0.402,-8.385,-3.197
1592291206.76,0.245,-9.748,-2.795
1592291206.764,1.255,-10.346,-3.785
1592291206.768,1.432,-8.061,-2.981
1592291206.772,0.549,-9.424,-2.393
1592291206.776,0.53,-10.65,-4.158
1592291206.78,-0.284,-5.452,-3.275
1592291206.784,-0.706,-11.052,-2.795
1592291206.788,0.147,-10.209,-3.903
1592291206.792,-0.029,-7.296,-3.02
1592291206.796,-0.186,-10.748,-2.197
1592291206.8,0.088,-8.904,-4.266
1592291206.803,-0.765,-7.718,-2.873
1592291206.807,-1.991,-11.797,-2.815
1592291206.811,-1.206,-8.277,-4.56
1592291206.815,-1.128,-6.276,-2.579
1592291206.819,-0.549,-10.954,-2.716
1592291206.823,0.226,-7.453,-4.187
1592291206.827,-0.53,-8.767,-2.638
1592291206.831,-1.187,-10.63,-2.893
1592291206.835,-1.471,-8.238,-3.785
1592291206.839,-2.03,-8.581,-3.158
1592291206.843,-1.089,-8.542,-3.962
1592291206.847,-0.451,-8.846,-3.697
1592291206.851,-0.628,-10.493,-3.236
1592291206.855,0.49,-9.101,-3.06
1592291206.858,0.284,-7.639,-2.942
1592291206.862,0.049,-8.542,-3.481
1592291206.866,0.706,-8.787,-4.04
1592291206.87,0.51,-8.983,-3.275
1592291206.874,0.0,-10.856,-3.04
1592291206.878,-0.029,-9.503,-3.315
1592291206.882,0.245,-7.375,-2.854
1592291206.886,0.245,-9.267,-4.04
1592291206.89,-0.069,-8.061,-3.677
1592291206.894,-0.382,-10.307,-2.795
1592291206.898,-0.431,-10.67,-2.579
1592291206.902,-0.834,-7.718,-2.618
1592291206.906,-1.089,-8.061,-2.942
1592291206.91,-0.029,-9.846,-3.736
1592291206.913,-0.01,-7.796,-3.315
1592291206.917,-0.873,-9.561,-2.579
1592291206.921,0.226,-9.101,-1.991
1592291206.925,0.265,-6.296,-0.667
1592291206.929,-0.549,-8.885,-0.01
1592291206.933,0.765,-9.728,-1.471
1592291206.937,1.393,-8.522,-1.814
1592291206.941,1.314,-8.846,-3.099
1592291206.945,2.834,-10.228,-4.844
1592291206.949,1.608,-6.59,-3.403
1592291206.953,-0.304,-9.248,-1.648
1592291206.957,0.971,-10.169,-1.412
1592291206.961,2.295,-7.62,-0.647
1592291206.965,2.216,-9.081,-0.029
1592291206.969,2.736,-11.052,-1.108
1592291206.972,2.452,-8.336,-1.648
1592291206.976,0.588,-7.62,-0.99
1592291206.98,-0.284,-10.611,-2.118
1592291206.984,-0.226,-8.561,-3.423
1592291206.988,-1.255,-6.551,-1.667
1592291206.992,-2.54,-9.101,-2.579
1592291206.996,-1.628,-8.561,-4.423
1592291207.0,-0.53,-7.178,-2.56
1592291207.004,0.226,-13.386,-3.638
1592291207.008,0.765,-9.003,-5.247
1592291207.012,-0.569,-6.61,-4.59
1592291207.016,-2.354,-10.071,-5.384
1592291207.02,-3.079,-8.6,-7.6
1592291207.024,-4.04,-8.238,-4.04
1592291207.028,-4.56,-12.435,-1.667
1592291207.031,-3.521,-8.963,-2.05
1592291207.035,-3.785,-8.296,-1.393
1592291207.039,-3.275,-10.248,-2.854
1592291207.043,-2.03,-10.974,-5.609
1592291207.047,-2.756,-10.915,-4.158
1592291207.051,-1.755,-7.139,-1.853
1592291207.055,1.471,-6.433,0.647
1592291207.059,2.913,-6.894,3.334
1592291207.063,3.295,-9.365,0.834
1592291207.067,2.962,-8.081,-1.932
1592291207.071,1.206,-8.865,-4.56
1592291207.075,0.363,-8.424,-6.855
1592291207.079,0.647,-7.178,-6.335
1592291207.083,0.382,-8.345,-3.423
1592291207.086,1.412,-12.199,-3.442
1592291207.09,1.795,-11.111,-4.246
1592291207.094,0.147,-8.179,-4.482
1592291207.098,-0.382,-8.296,-4.609
1592291207.102,-0.127,-6.168,-2.334
1592291207.106,0.785,-10.169,-0.431
1592291207.11,2.236,-10.385,1.01
1592291207.114,1.51,-9.463,1.697
1592291207.118,-1.03,-9.826,0.029
1592291207.122,-1.814,-8.345,-3.334
1592291207.126,-3.04,-7.62,-5.286
1592291207.13,-3.923,-8.1,-4.982
1592291207.134,-4.227,-9.728,-4.501
1592291207.138,-5.688,-8.316,-3.06
1592291207.142,-7.09,-6.757,-3.079
1592291207.145,-7.561,-7.492,-4.825
1592291207.149,-7.875,-9.385,-6.315
1592291207.153,-7.943,-10.934,-6.355
1592291207.157,-7.639,-10.287,-3.697
1592291207.161,-7.178,-9.503,-1.069
1592291207.165,-7.051,-9.189,0.01
1592291207.169,-5.629,-11.336,-2.01
1592291207.173,-3.295,-6.315,-2.716
1592291207.177,0.108,-8.081,-2.197
1592291207.181,4.805,-10.326,-1.608
1592291207.185,7.963,-6.188,-0.412
1592291207.189,9.503,-7.943,0.608
1592291207.193,8.865,-10.071,-1.451
1592291207.197,7.698,-13.347,-5.874
1592291207.2,5.972,-6.492,-7.718
1592291207.204,5.325,-8.885,-9.365
1592291207.208,4.962,-12.337,-10.993
1592291207.212,3.04,-8.757,-10.895
1592291207.216,0.226,-7.375,-6.472
1592291207.22,-0.471,-13.72,-4.648
1592291207.224,0.451,-11.317,-2.736
1592291207.228,2.118,-12.435,-0.53
1592291207.232,1.648,-10.111,-0.549
1592291207.236,-1.736,-8.198,-5.345
1592291207.24,-4.364,-11.435,-6.315
1592291207.244,-3.619,-6.051,-4.54
1592291207.248,1.01,-6.894,-2.354
1592291207.252,6.247,-5.09,1.677
1592291207.256,9.561,-8.14,-0.01
1592291207.259,8.698,-6.129,-1.432
1592291207.263,5.531,-7.777,-2.981
1592291207.267,3.344,-8.179,-4.648
1592291207.271,2.01,-7.492,-4.423
1592291207.275,1.569,-6.257,-2.295
1592291207.279,0.726,-7.816,-1.049
1592291207.283,-1.51,-14.749,-4.727
1592291207.287,-3.217,-10.15,-9.189
1592291207.291,-2.314,-5.207,-11.17
1592291207.295,-1.491,-11.817,-11.915
1592291207.299,-0.412,-9.826,-13.062
1592291207.303,-0.186,-7.963,-9.807
1592291207.307,-2.501,-14.161,-3.138
1592291207.311,-4.56,-12.435,-2.295
1592291207.315,-2.795,-7.679,-2.069
1592291207.318,-0.971,-11.739,0.127
1592291207.322,2.099,-12.258,-2.756
1592291207.326,4.099,-7.1,-4.06
1592291207.33,3.02,-4.521,2.795
1592291207.334,1.912,-9.591,3.746
1592291207.338,-0.069,-10.611,1.912
1592291207.342,-3.197,-8.404,1.873
1592291207.346,-3.717,-12.68,-2.501
1592291207.35,-2.756,-10.611,-6.973
1592291207.354,-2.118,-9.611,-7.718
1592291207.358,-1.147,-11.65,-8.198
1592291207.362,-0.01,-10.385,-9.709
1592291207.366,0.686,-7.1,-7.581
1592291207.369,1.275,-10.209,-5.07
1592291207.373,1.245,-8.846,-4.04
1592291207.377,1.932,-7.139,-1.549
1592291207.381,4.001,-12.101,-1.932
1592291207.385,4.766,-8.698,-4.266
1592291207.389,4.021,-10.169,-3.275
1592291207.393,1.755,-10.454,-3.334
1592291207.397,-1.353,-7.09,-4.629
1592291207.401,-1.53,-8.424,-5.05
1592291207.405,0.804,-4.825,-5.492
1592291207.409,2.118,-7.433,-4.609
1592291207.413,2.373,-11.229,-0.951
1592291207.417,2.275,-11.572,0.471
1592291207.421,0.363,-9.159,0.206
1592291207.424,-1.03,-6.776,-0.834
1592291207.428,-0.785,-11.797,-2.177
1592291207.432,-2.56,-8.865,-2.099
1592291207.436,-4.021,-9.542,-2.756
1592291207.44,-3.825,-10.974,-4.344
1592291207.444,-3.697,-9.307,-7.139
1592291207.448,-3.942,-9.248,-7.943
1592291207.452,-2.893,-10.228,-8.806
1592291207.456,-1.089,-7.561,-10.856
1592291207.46,-0.706,-7.983,-9.591
1592291207.464,-2.05,-10.65,-5.325
1592291207.468,-3.344,-12.052,-1.147
1592291207.472,-4.923,-8.718,4.707
1592291207.476,-5.511,-12.474,5.551
1592291207.48,-2.236,-10.424,1.893
1592291207.483,0.51,-10.052,-1.932
1592291207.487,1.069,-7.502,-4.403
1592291207.491,2.099,-8.581,-6.051
1592291207.495,3.138,-9.179,-4.119
1592291207.499,3.197,-10.572,-2.501
1592291207.503,2.314,-7.924,-3.56
1592291207.507,2.236,-7.257,-3.844
1592291207.511,2.716,-9.346,-3.638
1592291207.515,3.079,-12.396,-4.648
1592291207.519,3.256,-13.278,-6.257
1592291207.523,1.716,-11.189,-4.982
1592291207.527,-1.451,-10.67,-4.864
1592291207.531,-2.922,-7.139,-2.873
1592291207.535,-2.893,-9.885,0.167
1592291207.538,-2.373,-11.552,1.393
1592291207.542,-1.393,-9.542,1.147
1592291207.546,-2.099,-7.375,2.01
1592291207.55,-2.981,-10.189,-0.069
1592291207.554,-2.079,-10.111,-2.756
1592291207.558,0.147,-8.257,-1.569
1592291207.562,4.286,-10.052,-0.206
1592291207.566,7.757,-12.778,-2.03
1592291207.57,7.394,-5.384,-2.05
1592291207.574,4.58,-8.983,-3.844
1592291207.578,1.677,-5.894,-5.364
1592291207.582,0.53,-5.09,-6.57
1592291207.586,1.167,-9.042,-4.423
1592291207.59,1.491,-10.493,-4.501
1592291207.594,1.167,-10.111,-3.315
1592291207.597,-0.99,-8.404,0.343
1592291207.601,-3.158,-12.817,0.785
1592291207.605,-2.069,-9.307,-3.06
1592291207.609,1.255,-4.442,-2.197
1592291207.613,3.403,-10.915,-0.588
1592291207.617,1.873,-12.739,-0.745
1592291207.621,-0.51,-7.561,1.834
1592291207.625,-2.197,-11.65,3.942
1592291207.629,-1.491,-12.356,0.853
1592291207.633,0.412,-9.748,-1.775
1592291207.637,1.549,-11.778,-1.206
1592291207.641,0.431,-13.406,-3.158
1592291207.645,-2.354,-10.091,-4.099
1592291207.649,-1.716,-7.453,-3.903
1592291207.652,1.147,-5.511,-4.56
1592291207.656,2.314,-7.718,-3.942
1592291207.66,2.079,-11.474,-4.384
1592291207.664,1.834,-7.777,-4.805
1592291207.668,-0.873,-5.247,-2.922
1592291207.672,-2.118,-10.846,-3.177
1592291207.676,-0.49,-8.14,-5.423
1592291207.68,0.569,-6.414,-2.962
1592291207.684,1.206,-11.797,-1.991
1592291207.688,0.265,-8.159,-1.952
1592291207.692,-1.412,-8.444,1.167
1592291207.696,-1.334,-10.728,2.236
1592291207.7,-0.147,-9.807,-0.667
1592291207.704,1.03,-11.915,-1.991
1592291207.707,1.089,-10.934,-5.286
1592291207.711,0.53,-9.14,-7.816
1592291207.715,-0.569,-9.022,-6.551
1592291207.719,-0.726,-10.493,-3.119
1592291207.723,-1.314,-9.905,-0.127
1592291207.727,-2.677,-10.934,0.608
1592291207.731,-4.138,-10.993,-0.785
1592291207.735,-3.825,-9.503,-4.58
1592291207.739,-2.393,-6.59,-4.58
1592291207.743,-1.697,-8.944,-3.56
1592291207.747,-0.226,-8.757,-3.099
1592291207.751,1.471,-5.305,-1.167
1592291207.755,1.089,-8.1,0.49
1592291207.759,0.029,-8.826,-1.03
1592291207.763,0.971,-6.59,-2.452
1592291207.766,2.314,-10.405,-1.736
1592291207.77,2.432,-9.944,-4.305
1592291207.774,2.118,-8.698,-5.07
1592291207.778,1.01,-8.767,-2.197
1592291207.782,-0.765,-11.336,-2.118
1592291207.786,-1.697,-10.728,-1.569
1592291207.79,-1.432,-9.267,-1.971
1592291207.794,-0.265,-8.757,-3.02
1592291207.798,-1.089,-9.542,-4.207
1592291207.802,-1.608,-10.513,-5.011
1592291207.806,-1.255,-9.944,-3.462
1592291207.81,-2.756,-10.532,-2.471
1592291207.814,-4.648,-9.307,-2.579
1592291207.818,-5.207,-8.336,-1.991
1592291207.821,-4.403,-6.551,-1.697
1592291207.825,-0.824,-10.13,-2.452
1592291207.829,3.079,-10.748,-2.216
1592291207.833,3.785,-8.257,-2.56
1592291207.837,1.628,-7.816,-2.491
1592291207.841,-1.51,-7.581,-3.54
1592291207.845,-3.138,-6.394,-3.481
1592291207.849,-3.56,-9.061,-2.913
1592291207.853,-1.853,-8.865,-3.481
1592291207.857,0.932,-6.894,-3.158
1592291207.861,1.873,-7.12,-2.962
1592291207.865,0.892,-8.679,-4.727
1592291207.869,1.01,-10.709,-5.766
1592291207.873,1.795,-9.189,-5.668
1592291207.877,2.599,-9.905,-6.031
1592291207.88,2.138,-7.796,-4.943
1592291207.884,0.363,-7.473,-4.158
1592291207.888,-0.51,-7.178,-2.314
1592291207.892,0.49,-10.552,-2.393
1592291207.896,1.187,-9.581,-2.658
1592291207.9,1.128,-9.346,-2.393
1592291207.904,-0.412,-8.757,-2.393
1592291207.908,-2.01,-6.835,-2.216
1592291207.912,-1.069,-10.228,-3.119
1592291207.916,0.265,-7.159,-2.658
1592291207.92,0.971,-9.561,-2.314
1592291207.924,1.334,-10.287,-2.795
1592291207.928,0.804,-5.07,-3.423
1592291207.932,0.412,-7.277,-4.138
1592291207.936,0.824,-9.767,-6.816
1592291207.939,1.608,-9.189,-7.355
1592291207.943,1.648,-8.12,-5.609
1592291207.947,1.628,-8.865,-4.06
1592291207.951,1.069,-7.296,-3.099
1592291207.955,0.382,-7.639,-2.069
1592291207.959,0.186,-11.052,-2.197
1592291207.963,0.647,-9.709,-3.481
1592291207.967,0.726,-8.6,-3.501
1592291207.971,0.53,-9.385,-3.119
1592291207.975,-0.765,-9.444,-3.403
1592291207.979,-2.618,-9.208,-4.06
1592291207.983,-2.393,-7.581,-4.54
1592291207.987,-0.892,-8.12,-4.246
1592291207.991,-0.049,-8.64,-3.383
1592291207.994,0.088,-9.561,-1.648
1592291207.998,-0.569,-11.591,0.029
1592291208.002,-0.363,-9.865,-1.108
1592291208.006,-0.245,-10.071,-2.56
1592291208.01,-0.745,-11.954,-3.462
1592291208.014,0.343,-8.963,-5.57
1592291208.018,1.755,-6.57,-4.227
1592291208.022,1.775,-9.611,-1.853
1592291208.026,2.314,-7.777,-2.138
1592291208.03,1.991,-8.502,-1.314
1592291208.034,0.932,-10.728,-1.187
1592291208.038,0.726,-11.091,-4.943
1592291208.042,-1.314,-6.433,-5.148
1592291208.046,-1.648,-10.248,-3.295
1592291208.05,-1.03,-10.013,-2.873
1592291208.053,0.108,-8.257,-2.314
1592291208.057,2.314,-9.748,-1.167
1592291208.061,1.853,-9.591,-2.756
1592291208.065,-1.108,-7.541,-3.658
1592291208.069,-2.334,-9.444,-2.432
1592291208.073,-2.079,-9.669,-2.56
1592291208.077,-0.069,-9.267,-2.913
1592291208.081,2.962,-10.346,-2.716
1592291208.085,3.56,-8.963,-3.275
1592291208.089,2.236,-9.826,-3.501
1592291208.093,0.382,-7.836,-2.05
1592291208.097,-0.402,-9.208,-1.667
1592291208.101,-1.628,-10.954,-2.138
1592291208.105,-2.618,-7.777,-3.02
1592291208.108,-1.677,-8.806,-2.334
1592291208.112,-0.49,-10.572,-2.873
1592291208.116,0.785,-6.59,-3.423
1592291208.12,2.54,-11.072,-1.952
1592291208.124,1.569,-12.278,-2.579
1592291208.128,-1.089,-7.659,-3.903
1592291208.132,-2.177,-10.307,-2.069
1592291208.136,-2.922,-9.12,-2.913
1592291208.14,-2.314,-9.287,-4.207
1592291208.144,-0.569,-10.748,-2.01
1592291208.148,1.01,-10.493,-1.853
1592291208.152,1.03,-8.767,-2.942
1592291208.156,0.382,-6.894,-2.295
1592291208.16,1.069,-9.748,-2.54
1592291208.164,0.971,-9.003,-2.03
1592291208.167,-0.628,-7.816,-0.412
1592291208.171,-0.49,-10.748,-0.932
1592291208.175,0.686,-7.237,-3.04
1592291208.179,-0.343,-7.296,-3.295
1592291208.183,-0.127,-13.386,-3.844
1592291208.187,0.108,-10.052,-5.247
1592291208.191,-0.127,-7.375,-2.697
1592291208.195,-0.069,-13.062,-3.599
1592291208.199,-0.01,-7.62,-5.266
1592291208.203,-0.804,-8.904,-2.913
1592291208.207,-1.51,-10.748,-1.275
1592291208.211,-0.686,-11.317,-2.314
1592291208.215,-0.765,-8.963,-0.167
1592291208.219,0.402,-10.346,-0.451
1592291208.222,1.952,-12.513,-2.177
1592291208.226,0.706,-10.111,-2.736
1592291208.23,-0.167,-7.983,-3.746
