rostime,x_acc,y_acc,z_acc
1592291213.05,0.245,-9.365,-3.138
1592291213.054,-0.206,-7.894,-4.344
1592291213.058,-1.226,-7.924,-2.893
1592291213.062,-1.108,-9.424,-2.069
1592291213.066,-0.186,-9.983,-2.079
1592291213.07,-0.431,-7.335,-0.343
1592291213.073,-0.402,-9.885,-1.334
1592291213.077,-0.01,-9.385,-3.501
1592291213.081,-1.471,-7.718,-3.864
1592291213.085,-2.736,-9.611,-2.962
1592291213.089,-2.677,-10.032,-2.295
1592291213.093,-1.412,-8.12,-0.745
1592291213.097,0.147,-9.346,0.686
1592291213.101,0.324,-8.904,-0.834
1592291213.105,-0.284,-9.611,-3.04
1592291213.109,-0.628,-8.385,-2.942
1592291213.113,-0.853,-9.542,-3.56
1592291213.117,-1.01,-9.042,-3.334
1592291213.121,0.069,-7.6,-1.736
1592291213.125,0.628,-8.983,-1.049
1592291213.128,-0.226,-9.885,-1.736
1592291213.132,-0.245,-10.307,-2.893
1592291213.136,0.382,-7.178,-2.069
1592291213.14,-0.108,-9.424,-1.755
1592291213.144,-1.03,-8.983,-1.53
1592291213.148,-0.49,-9.061,-0.912
1592291213.152,0.726,-9.159,-1.128
1592291213.156,2.197,-9.983,-3.638
1592291213.16,2.893,-9.444,-4.962
1592291213.164,1.069,-7.777,-4.864
1592291213.168,-0.785,-8.806,-4.227
1592291213.172,-0.206,-8.679,-1.932
1592291213.176,1.049,-10.974,-0.834
1592291213.18,1.736,-8.738,-0.667
1592291213.184,2.756,-11.052,-3.864
1592291213.187,2.157,-8.62,-4.805
1592291213.191,0.431,-9.503,-4.707
1592291213.195,0.265,-9.385,-3.02
1592291213.199,0.892,-7.296,-0.951
1592291213.203,1.971,-10.552,-0.51
1592291213.207,2.03,-7.139,-1.569
1592291213.211,1.471,-8.561,-3.099
1592291213.215,1.167,-9.561,-3.275
1592291213.219,0.569,-8.787,-4.099
1592291213.223,-0.824,-9.179,-3.315
1592291213.227,-1.991,-8.444,-2.177
1592291213.231,-1.932,-8.316,-1.991
1592291213.235,-1.334,-9.287,-1.971
1592291213.239,-0.206,-10.405,-2.962
1592291213.242,0.53,-8.277,-4.04
1592291213.246,0.628,-8.081,-3.599
1592291213.25,-0.108,-10.493,-3.295
1592291213.254,-0.873,-9.267,-2.922
1592291213.258,-0.147,-8.522,-1.589
1592291213.262,0.726,-10.003,-1.755
1592291213.266,1.53,-9.905,-3.364
1592291213.27,1.697,-7.698,-3.119
1592291213.274,0.951,-8.659,-1.755
1592291213.278,1.853,-10.856,-1.971
1592291213.282,2.452,-8.041,-0.49
1592291213.286,0.853,-10.071,0.029
1592291213.29,0.49,-11.376,-2.138
1592291213.294,0.785,-8.502,-3.785
1592291213.297,-0.029,-8.64,-4.08
1592291213.301,-0.01,-9.385,-5.452
1592291213.305,0.608,-7.09,-5.247
1592291213.309,0.834,-7.6,-2.491
1592291213.313,0.873,-10.689,-1.432
1592291213.317,0.785,-8.061,-1.069
1592291213.321,1.049,-10.189,-0.167
1592291213.325,0.549,-11.552,-2.079
1592291213.329,-0.108,-7.983,-4.59
1592291213.333,0.382,-8.502,-3.197
1592291213.337,0.53,-12.052,-2.854
1592291213.341,-0.088,-8.522,-2.962
1592291213.345,-0.186,-8.198,-0.932
1592291213.349,0.324,-10.013,-1.569
1592291213.353,1.01,-9.444,-4.403
1592291213.356,1.393,-9.307,-4.266
1592291213.36,1.795,-9.748,-3.119
1592291213.364,2.118,-10.67,-3.079
1592291213.368,1.648,-7.453,-0.971
1592291213.372,1.471,-8.904,-0.608
1592291213.376,2.079,-10.474,-1.775
1592291213.38,2.334,-9.561,-1.971
1592291213.384,1.51,-10.424,-2.52
1592291213.388,0.382,-9.561,-3.844
1592291213.392,-0.284,-7.659,-3.864
1592291213.396,0.706,-9.591,-2.922
1592291213.4,1.294,-11.248,-3.736
1592291213.404,1.373,-9.159,-3.217
1592291213.408,1.03,-8.345,-2.05
1592291213.411,-0.412,-10.532,-2.256
1592291213.415,-1.226,-8.424,-1.814
1592291213.419,-0.726,-8.62,-1.314
1592291213.423,0.206,-9.767,-1.049
1592291213.427,0.412,-10.827,-2.854
1592291213.431,-0.53,-8.061,-3.364
1592291213.436,-0.892,-8.022,-2.412
1592291213.44,-0.549,-9.003,-2.275
1592291213.444,0.226,-8.277,-2.432
1592291213.448,0.706,-8.522,-1.932
1592291213.451,-0.451,-9.061,-2.05
1592291213.455,-2.01,-7.414,-2.471
1592291213.459,-0.932,-8.022,-1.245
1592291213.463,1.108,-9.669,-2.138
1592291213.467,2.491,-9.208,-3.981
1592291213.471,1.628,-9.689,-3.903
1592291213.475,-0.932,-9.385,-3.344
1592291213.479,-2.314,-6.776,-1.952
1592291213.483,-1.991,-7.914,-0.569
1592291213.487,0.343,-10.748,-1.049
1592291213.491,3.442,-9.767,-3.001
1592291213.495,4.001,-8.885,-3.462
1592291213.499,2.069,-9.728,-4.08
1592291213.503,0.206,-9.003,-3.785
1592291213.507,-1.089,-7.502,-0.412
1592291213.51,-1.334,-9.709,0.932
1592291213.514,-0.382,-9.865,-0.431
1592291213.518,0.706,-8.345,-2.736
1592291213.522,0.99,-7.894,-4.119
1592291213.526,0.029,-8.698,-4.305
1592291213.53,-0.471,-8.767,-2.471
1592291213.534,0.412,-7.659,1.03
1592291213.538,0.892,-10.454,0.451
1592291213.542,1.393,-9.748,-2.197
1592291213.546,1.971,-9.101,-3.138
1592291213.55,1.049,-7.473,-3.02
1592291213.554,-0.049,-9.787,-2.854
1592291213.558,-0.049,-9.944,-0.873
1592291213.562,1.245,-10.248,-1.069
1592291213.565,2.452,-9.003,-1.353
1592291213.569,2.491,-9.885,-2.354
1592291213.573,2.393,-11.209,-3.158
1592291213.577,0.608,-7.296,-2.118
1592291213.581,-0.382,-9.944,-1.569
1592291213.585,0.824,-9.022,-1.226
1592291213.589,1.549,-8.316,-1.912
1592291213.593,0.471,-8.365,-1.795
1592291213.597,0.53,-9.561,-2.256
1592291213.601,1.147,-7.453,-2.157
1592291213.605,0.686,-8.404,-0.363
1592291213.609,0.226,-12.337,-1.255
1592291213.613,-0.226,-8.345,-2.736
1592291213.617,-0.765,-8.022,-2.03
1592291213.62,-1.167,-11.111,-2.54
1592291213.624,-1.795,-7.796,-3.746
1592291213.628,-0.608,-7.679,-1.893
1592291213.632,1.128,-11.317,-1.893
1592291213.636,0.382,-9.561,-3.334
1592291213.64,-0.608,-8.698,-2.157
1592291213.644,-0.186,-9.689,-1.206
1592291213.648,-0.932,-9.022,-1.53
1592291213.652,-2.03,-11.317,-1.589
1592291213.656,-0.647,-8.924,-0.804
1592291213.66,0.324,-9.267,-1.736
1592291213.664,0.069,-8.885,-3.119
1592291213.668,1.334,-7.335,-3.746
1592291213.672,2.393,-8.002,-1.853
1592291213.676,1.01,-8.502,-0.706
1592291213.679,0.686,-9.63,-0.765
1592291213.683,1.089,-8.6,-0.912
1592291213.687,-0.324,-8.444,-2.775
1592291213.691,-0.343,-10.071,-4.138
1592291213.695,0.549,-9.728,-3.677
1592291213.699,0.628,-9.424,-2.354
1592291213.703,1.334,-10.454,-2.079
1592291213.707,2.216,-9.385,-2.334
1592291213.711,2.079,-8.826,-2.314
1592291213.715,1.049,-11.052,-3.177
1592291213.719,0.706,-9.228,-4.099
1592291213.723,1.108,-8.198,-2.716
1592291213.727,0.726,-9.944,-1.255
1592291213.731,0.745,-9.865,-1.736
1592291213.734,1.451,-9.003,-1.432
1592291213.738,0.873,-10.209,-2.432
1592291213.742,-0.147,-9.709,-3.579
1592291213.746,0.265,-8.757,-3.138
1592291213.75,0.186,-9.365,-1.893
1592291213.754,-0.51,-8.718,-1.755
1592291213.758,0.226,-9.248,-2.314
1592291213.762,1.245,-8.179,-1.893
1592291213.766,0.706,-9.924,-2.756
1592291213.77,0.912,-10.003,-2.981
1592291213.774,1.697,-9.346,-2.756
1592291213.778,0.951,-9.542,-1.697
1592291213.782,0.49,-10.611,-2.716
1592291213.786,1.245,-9.424,-3.638
1592291213.79,1.206,-9.444,-3.275
1592291213.793,0.382,-11.699,-4.629
1592291213.797,0.304,-5.551,-3.56
1592291213.801,-0.343,-8.14,-1.245
1592291213.805,-0.382,-11.336,-0.99
1592291213.809,0.824,-9.326,-2.52
1592291213.813,1.187,-8.002,-0.971
1592291213.817,1.353,-10.856,-2.618
1592291213.821,1.393,-7.943,-4.423
1592291213.825,0.069,-7.071,-2.795
1592291213.829,-0.363,-11.435,-2.295
1592291213.833,0.284,-9.267,-1.569
1592291213.837,0.853,-8.659,-0.245
1592291213.841,0.402,-9.179,-1.412
1592291213.845,-0.167,-8.757,-4.864
1592291213.848,0.412,-8.345,-5.286
1592291213.852,0.51,-10.474,-4.06
1592291213.856,-0.069,-10.405,-3.599
1592291213.86,1.294,-7.816,-1.471
1592291213.864,2.256,-9.101,0.088
1592291213.868,0.971,-9.365,-1.451
1592291213.872,0.343,-9.101,-2.658
1592291213.876,0.431,-8.522,-1.755
1592291213.88,0.49,-9.081,-2.138
1592291213.884,0.343,-8.738,-2.579
1592291213.888,0.451,-8.296,-1.314
1592291213.892,0.549,-8.757,-2.01
1592291213.896,0.167,-10.032,-3.923
1592291213.9,0.206,-7.561,-4.344
1592291213.904,0.324,-8.404,-3.638
1592291213.907,0.402,-8.963,-2.893
1592291213.911,0.343,-9.728,-2.157
1592291213.915,0.53,-10.474,-2.118
1592291213.919,0.402,-9.248,-3.001
1592291213.923,0.147,-8.159,-3.315
1592291213.927,-0.049,-9.248,-3.158
1592291213.931,-0.382,-7.071,-1.893
1592291213.935,0.402,-8.296,-0.088
1592291213.939,1.589,-9.689,0.431
1592291213.943,1.226,-9.189,-0.51
1592291213.947,0.206,-8.041,-1.412
1592291213.951,-0.108,-9.042,-3.638
1592291213.955,0.0,-9.248,-5.57
1592291213.959,0.549,-7.914,-5.129
1592291213.962,1.697,-9.385,-3.638
1592291213.966,2.295,-9.228,-2.922
1592291213.97,2.138,-8.963,-2.452
1592291213.974,2.069,-8.179,-1.206
1592291213.978,2.03,-10.15,-0.873
1592291213.982,0.265,-9.689,-1.128
1592291213.986,-0.431,-9.503,-1.53
1592291213.99,-0.088,-9.14,-1.873
1592291213.994,-1.03,-8.345,-2.942
1592291213.998,-1.167,-8.022,-2.697
1592291214.002,0.108,-9.189,-2.197
1592291214.006,0.431,-8.904,-2.177
1592291214.01,0.0,-8.767,-3.217
1592291214.014,0.108,-7.659,-2.981
1592291214.017,-0.088,-8.385,-2.52
1592291214.021,-0.412,-11.17,-3.697
1592291214.025,-0.451,-7.757,-2.736
1592291214.029,-0.431,-9.728,-1.393
1592291214.033,0.186,-11.091,-1.53
1592291214.037,0.765,-7.943,-1.667
1592291214.041,0.265,-8.385,-1.432
1592291214.045,-0.206,-8.826,-2.599
1592291214.049,0.265,-10.13,-3.364
1592291214.053,0.99,-8.944,-2.216
1592291214.057,1.226,-10.003,-2.491
1592291214.061,0.569,-9.179,-3.315
1592291214.065,0.628,-6.453,-3.099
1592291214.069,1.853,-9.846,-3.344
1592291214.073,2.099,-9.159,-2.815
1592291214.076,1.912,-8.767,-1.648
1592291214.08,1.677,-10.268,-0.245
1592291214.084,-0.029,-8.64,-1.51
1592291214.088,-0.834,-9.385,-3.158
1592291214.092,0.873,-10.728,-4.482
1592291214.096,1.971,-9.326,-5.403
1592291214.1,1.53,-8.826,-3.805
1592291214.104,0.932,-8.081,-1.608
1592291214.108,-0.049,-9.581,-0.324
1592291214.112,-0.471,-10.709,-0.265
1592291214.116,0.343,-9.522,-1.255
1592291214.12,0.853,-8.542,-1.834
1592291214.124,0.99,-10.474,-3.442
1592291214.128,0.265,-7.924,-3.442
1592291214.131,-0.951,-8.081,-2.118
1592291214.135,-0.892,-10.768,-1.549
1592291214.139,-0.304,-9.081,-1.814
1592291214.143,-0.029,-8.336,-2.373
1592291214.147,0.588,-9.561,-3.481
1592291214.151,1.245,-9.63,-4.54
1592291214.155,1.334,-8.659,-2.736
1592291214.159,0.824,-10.474,-1.314
1592291214.163,0.206,-9.307,-0.853
1592291214.167,-0.206,-9.12,-0.363
1592291214.171,0.412,-9.865,-1.53
1592291214.175,1.275,-8.502,-3.079
1592291214.179,1.108,-8.542,-2.373
1592291214.183,0.971,-11.699,-3.079
1592291214.187,1.03,-8.64,-3.06
1592291214.19,0.412,-7.698,-1.01
1592291214.194,1.089,-11.131,-1.451
1592291214.198,2.471,-8.904,-2.256
1592291214.202,2.05,-8.345,-1.451
1592291214.206,1.393,-10.591,-1.648
1592291214.21,0.892,-8.64,-2.981
1592291214.214,0.049,-7.335,-2.069
1592291214.218,-0.431,-8.64,-2.197
1592291214.222,-0.226,-9.581,-2.922
1592291214.226,0.382,-9.159,-2.373
1592291214.23,0.706,-7.6,-1.648
1592291214.234,1.069,-9.365,-1.873
1592291214.238,1.491,-10.189,-2.52
1592291214.242,1.245,-8.787,-2.216
1592291214.245,0.569,-10.591,-2.157
1592291214.249,0.853,-9.807,-3.315
1592291214.253,1.834,-8.865,-3.275
1592291214.257,1.147,-8.787,-2.079
1592291214.261,-0.069,-10.856,-2.432
1592291214.265,-0.069,-8.787,-1.53
1592291214.269,0.686,-9.385,-1.206
1592291214.273,0.706,-8.963,-2.471
1592291214.277,0.451,-8.424,-2.815
1592291214.281,1.412,-8.12,-1.775
1592291214.285,1.775,-9.228,-2.216
1592291214.289,1.353,-9.905,-3.334
1592291214.293,1.147,-9.287,-3.521
1592291214.297,0.892,-7.698,-3.04
1592291214.301,0.206,-8.483,-3.04
1592291214.304,-0.01,-10.013,-2.157
1592291214.308,0.049,-8.806,-1.03
1592291214.312,1.314,-11.895,-1.667
1592291214.316,1.893,-9.944,-2.697
1592291214.32,0.785,-7.522,-2.962
1592291214.324,0.265,-10.385,-2.873
1592291214.328,-0.412,-8.542,-2.981
1592291214.332,-1.755,-8.522,-1.667
1592291214.336,-1.03,-10.405,-1.432
1592291214.34,0.49,-6.678,-2.854
1592291214.344,0.706,-7.737,-2.834
1592291214.348,1.167,-10.934,-3.481
1592291214.352,1.549,-8.787,-3.236
1592291214.356,0.804,-9.101,-1.187
1592291214.359,0.51,-10.787,-1.697
1592291214.363,0.127,-8.257,-2.854
1592291214.367,-0.588,-8.846,-2.216
1592291214.371,-0.186,-9.003,-2.197
1592291214.375,0.382,-9.748,-2.373
1592291214.379,0.765,-7.12,-0.667
1592291214.383,1.775,-10.15,-2.01
1592291214.387,1.893,-9.63,-3.217
1592291214.391,0.245,-8.502,-2.873
1592291214.395,-0.804,-10.248,-2.922
1592291214.399,-0.647,-7.914,-3.442
1592291214.403,0.431,-8.365,-2.756
1592291214.407,1.206,-9.208,-1.608
1592291214.411,0.892,-10.454,-2.138
1592291214.415,0.549,-10.934,-2.138
1592291214.418,-0.108,-7.983,-2.118
1592291214.422,-0.804,-9.061,-3.02
1592291214.426,-0.167,-9.463,-3.256
1592291214.43,0.686,-8.002,-2.491
1592291214.435,1.049,-9.944,-1.334
1592291214.439,0.706,-10.268,-2.099
1592291214.443,0.686,-7.561,-1.451
1592291214.447,1.373,-9.14,-1.167
1592291214.451,1.147,-9.179,-2.913
1592291214.454,1.294,-9.728,-3.923
1592291214.458,1.373,-9.787,-3.697
1592291214.462,-0.029,-8.581,-3.02
1592291214.466,-0.588,-9.807,-2.138
1592291214.47,-0.304,-7.914,-0.412
1592291214.474,-1.147,-8.738,-0.471
1592291214.478,-1.451,-10.307,-2.069
1592291214.482,-0.127,-8.983,-2.579
1592291214.486,0.932,-8.757,-2.599
1592291214.49,2.01,-9.346,-2.815
1592291214.494,2.275,-10.846,-3.177
1592291214.498,0.608,-8.924,-2.618
1592291214.502,-0.873,-9.787,-2.795
1592291214.506,-0.765,-8.198,-2.981
1592291214.509,0.726,-8.62,-2.471
1592291214.513,1.952,-10.032,-2.256
1592291214.517,1.834,-9.287,-2.638
1592291214.521,0.745,-9.63,-2.393
1592291214.525,-0.265,-9.542,-2.354
1592291214.529,-0.265,-8.041,-2.275
1592291214.533,1.049,-9.728,-1.569
1592291214.537,2.275,-10.807,-2.118
1592291214.541,0.971,-7.277,-2.501
1592291214.545,0.108,-10.591,-2.638
1592291214.549,0.265,-8.385,-3.099
1592291214.553,-0.01,-7.335,-2.471
1592291214.557,0.245,-9.709,-2.099
1592291214.561,0.951,-9.983,-3.844
1592291214.565,-0.147,-7.62,-2.962
1592291214.568,-0.363,-10.268,-1.834
1592291214.572,1.01,-10.474,-2.452
1592291214.576,1.167,-6.414,-1.736
1592291214.58,0.804,-9.522,-2.314
1592291214.584,0.824,-9.228,-3.746
1592291214.588,0.912,-9.787,-3.364
1592291214.592,0.412,-9.101,-1.755
1592291214.596,-0.265,-8.924,-2.314
1592291214.6,-0.069,-7.836,-2.432
1592291214.604,0.471,-8.296,-1.952
1592291214.608,1.108,-10.248,-1.971
1592291214.612,1.912,-10.65,-3.56
1592291214.616,1.755,-6.394,-3.04
1592291214.62,0.53,-8.336,-2.893
1592291214.623,-0.382,-10.787,-2.942
1592291214.627,-0.53,-7.875,-1.589
1592291214.631,0.834,-11.552,-0.99
1592291214.635,1.971,-9.405,-2.775
1592291214.639,2.599,-8.64,-4.903
1592291214.643,1.628,-8.385,-3.442
1592291214.647,-0.206,-10.424,-2.677
1592291214.651,-0.588,-10.424,-1.206
1592291214.655,0.0,-7.777,-0.588
1592291214.659,1.393,-9.944,-1.628
1592291214.663,1.952,-10.209,-3.315
1592291214.667,1.667,-8.904,-4.138
1592291214.671,0.324,-8.14,-2.834
1592291214.675,-0.304,-11.67,-2.471
1592291214.679,0.108,-7.492,-0.853
1592291214.682,0.265,-9.287,-0.186
1592291214.686,0.167,-10.091,-2.01
1592291214.69,0.01,-8.277,-5.188
1592291214.694,0.186,-6.914,-4.158
1592291214.698,0.834,-10.846,-3.736
1592291214.702,2.05,-9.964,-2.099
1592291214.706,2.177,-8.522,0.186
1592291214.71,1.491,-10.709,-1.01
1592291214.714,1.128,-9.326,-3.805
1592291214.718,0.451,-8.904,-4.727
1592291214.722,-0.245,-8.365,-2.942
1592291214.726,0.069,-10.493,-2.618
1592291214.73,0.765,-8.022,-0.647
1592291214.734,0.382,-8.718,0.049
1592291214.737,0.785,-9.63,-1.334
1592291214.741,1.294,-8.944,-3.481
1592291214.745,1.089,-9.326,-3.217
1592291214.749,0.549,-9.807,-3.217
1592291214.753,-0.167,-9.365,-3.099
1592291214.757,-1.128,-7.012,-1.245
1592291214.761,-0.186,-10.513,-2.393
1592291214.765,0.804,-8.6,-2.471
1592291214.769,-0.01,-9.346,-1.873
1592291214.773,0.451,-10.15,-2.275
1592291214.777,0.99,-7.62,-2.295
1592291214.781,1.03,-9.65,-1.589
1592291214.785,1.677,-11.297,-3.256
1592291214.789,2.079,-9.65,-4.158
1592291214.793,1.089,-9.189,-2.775
1592291214.796,-0.628,-8.826,-3.423
1592291214.8,-0.363,-7.1,-2.236
1592291214.804,1.814,-8.904,-0.402
1592291214.808,3.001,-12.317,-1.353
1592291214.812,2.873,-9.885,-2.756
1592291214.816,2.138,-8.238,-2.942
1592291214.82,0.765,-8.718,-2.658
1592291214.824,0.304,-9.287,-3.138
1592291214.828,1.245,-8.963,-1.589
1592291214.832,1.049,-10.493,-1.01
1592291214.836,0.343,-10.728,-2.658
1592291214.84,-0.402,-6.433,-3.001
1592291214.844,-0.431,-7.855,-2.854
1592291214.848,0.686,-11.052,-3.717
1592291214.851,1.569,-8.885,-3.119
1592291214.855,1.697,-9.689,-1.853
1592291214.859,0.971,-10.209,-2.579
1592291214.863,0.304,-7.277,-2.962
1592291214.867,-0.029,-7.875,-1.471
1592291214.871,0.588,-10.434,-2.03
1592291214.875,1.373,-9.326,-2.775
1592291214.879,1.334,-8.904,-1.334
1592291214.883,1.334,-10.954,-2.775
1592291214.887,0.304,-7.433,-3.177
1592291214.891,-0.088,-8.787,-2.295
1592291214.895,1.187,-9.964,-2.922
1592291214.899,0.745,-8.738,-2.942
1592291214.903,0.226,-10.209,-1.834
1592291214.906,1.53,-7.316,-1.187
1592291214.91,1.795,-9.463,-0.912
1592291214.914,0.971,-11.248,-1.775
1592291214.918,1.373,-9.208,-2.913
1592291214.922,0.873,-10.366,-2.579
1592291214.926,-0.971,-10.071,-3.079
1592291214.93,-1.775,-7.335,-2.677
1592291214.934,-1.226,-7.639,-1.549
1592291214.938,-0.431,-9.405,-2.236
1592291214.942,-0.304,-9.983,-3.717
1592291214.946,-0.284,-8.1,-3.04
1592291214.95,-0.706,-8.542,-2.079
1592291214.954,-1.648,-9.905,-1.667
1592291214.958,-0.873,-8.424,-1.53
1592291214.962,0.765,-9.12,-1.648
1592291214.965,0.853,-9.846,-2.638
1592291214.969,0.765,-9.65,-3.766
1592291214.973,0.382,-6.894,-1.775
1592291214.977,-0.186,-8.198,-0.471
1592291214.981,0.226,-10.248,-1.569
1592291214.985,1.755,-9.522,-2.432
1592291214.989,1.716,-9.14,-3.403
1592291214.993,0.402,-10.169,-4.286
1592291214.997,0.245,-8.963,-3.864
1592291215.001,0.402,-8.002,-1.255
1592291215.005,0.304,-10.366,-0.284
1592291215.009,1.549,-9.885,-1.373
1592291215.013,2.716,-8.679,-2.432
1592291215.017,2.099,-9.63,-2.716
1592291215.02,0.873,-9.444,-3.02
1592291215.024,0.029,-8.385,-1.952
1592291215.028,0.431,-8.365,-0.951
1592291215.032,0.667,-10.513,-2.56
1592291215.036,0.49,-9.14,-3.579
1592291215.04,0.706,-9.787,-3.442
1592291215.044,-0.382,-7.777,-2.157
1592291215.048,-1.255,-8.757,-2.118
1592291215.052,-1.128,-9.503,-1.755
1592291215.056,-0.667,-8.659,-0.99
1592291215.06,0.147,-10.954,-2.05
1592291215.064,1.089,-9.385,-2.295
1592291215.068,0.431,-7.659,-2.471
1592291215.072,-0.745,-9.287,-2.314
1592291215.076,-0.873,-9.65,-2.373
1592291215.079,-0.647,-9.365,-2.099
1592291215.083,0.51,-9.189,-2.471
1592291215.087,1.814,-9.385,-4.04
1592291215.091,1.736,-8.679,-4.04
1592291215.095,0.804,-9.826,-2.922
1592291215.099,0.686,-9.748,-1.589
1592291215.103,0.745,-10.189,-1.275
1592291215.107,0.892,-8.296,-1.147
1592291215.111,1.893,-10.189,-2.236
1592291215.115,1.353,-8.659,-2.54
1592291215.119,0.0,-8.983,-2.393
1592291215.123,0.686,-9.924,-1.952
1592291215.127,1.128,-8.698,-2.373
1592291215.131,-0.088,-8.238,-3.001
1592291215.134,-0.088,-8.522,-2.775
1592291215.138,0.951,-9.924,-3.942
1592291215.142,0.363,-8.679,-3.658
1592291215.146,0.284,-9.63,-3.256
1592291215.15,1.873,-9.503,-2.256
1592291215.154,2.236,-9.081,-1.549
1592291215.158,1.03,-10.827,-1.716
1592291215.162,-0.549,-9.483,-2.079
1592291215.166,-0.892,-9.748,-2.942
1592291215.17,-0.167,-9.522,-3.521
1592291215.174,0.451,-7.816,-3.197
1592291215.178,1.589,-8.963,-3.02
1592291215.182,2.01,-8.336,-2.157
1592291215.186,1.451,-9.542,-1.912
1592291215.189,1.187,-10.189,-2.099
1592291215.193,0.608,-7.983,-1.991
1592291215.197,-0.108,-8.983,-1.932
1592291215.201,0.324,-9.885,-2.197
1592291215.205,1.697,-9.503,-2.579
1592291215.209,2.893,-10.268,-2.354
1592291215.213,2.775,-11.895,-3.599
1592291215.217,0.686,-6.453,-3.275
1592291215.221,-0.99,-8.885,-2.177
1592291215.225,-1.167,-8.865,-2.05
1592291215.229,0.49,-9.307,-2.069
1592291215.233,2.157,-10.915,-1.314
1592291215.237,1.432,-9.061,-3.462
1592291215.241,0.431,-8.885,-3.923
1592291215.245,-0.324,-8.463,-2.962
1592291215.248,-0.765,-9.228,-2.618
1592291215.252,0.049,-9.208,-0.971
1592291215.256,2.069,-11.248,-1.412
1592291215.26,1.932,-8.787,-1.814
1592291215.264,0.108,-8.218,-2.157
1592291215.268,0.167,-9.885,-2.275
1592291215.272,0.706,-9.326,-2.56
1592291215.276,1.353,-9.542,-2.893
1592291215.28,1.432,-7.855,-3.099
1592291215.284,1.206,-10.493,-3.04
1592291215.288,0.108,-9.159,-2.334
1592291215.292,-0.804,-8.002,-2.03
1592291215.296,0.127,-9.248,-1.932
1592291215.3,1.275,-10.248,-3.844
1592291215.303,0.785,-6.718,-3.364
1592291215.307,-0.088,-10.552,-2.069
1592291215.311,0.0,-10.572,-2.01
1592291215.315,0.324,-7.296,-1.432
1592291215.319,0.226,-9.159,-0.971
1592291215.323,0.01,-10.807,-3.717
1592291215.327,0.226,-7.178,-4.187
1592291215.331,0.0,-8.424,-1.775
1592291215.335,-0.647,-11.131,-2.56
1592291215.339,-0.873,-7.855,-3.079
1592291215.343,-0.382,-7.277,-1.089
1592291215.347,-0.284,-11.278,-2.216
1592291215.351,-0.245,-8.679,-3.825
1592291215.355,0.706,-7.698,-1.608
1592291215.359,1.226,-11.052,-1.393
1592291215.362,0.245,-9.061,-3.481
1592291215.366,-0.765,-6.394,-1.53
1592291215.37,-0.51,-9.944,-0.785
1592291215.374,-0.245,-9.944,-3.423
1592291215.378,-0.147,-7.679,-3.138
1592291215.382,0.245,-9.591,-2.354
1592291215.386,0.49,-9.003,-3.315
1592291215.39,-0.226,-9.689,-3.256
1592291215.394,-0.363,-8.865,-1.853
1592291215.398,1.187,-10.366,-3.295
1592291215.402,2.775,-7.698,-3.04
1592291215.406,2.677,-9.208,-1.795
1592291215.41,1.03,-10.954,-1.51
1592291215.414,0.304,-8.885,-1.549
1592291215.417,0.745,-8.738,-0.912
1592291215.421,1.147,-9.846,-1.795
1592291215.425,1.51,-9.561,-4.286
1592291215.429,1.147,-7.355,-3.677
1592291215.433,-0.147,-9.944,-2.775
1592291215.438,-1.353,-10.405,-3.079
1592291215.442,-0.804,-6.933,-2.216
1592291215.446,-0.382,-7.924,-1.167
1592291215.45,-0.608,-11.552,-3.766
1592291215.454,0.226,-8.296,-4.884
1592291215.458,1.373,-8.542,-2.314
1592291215.462,1.667,-12.415,-2.354
1592291215.466,1.294,-9.444,-3.256
1592291215.47,0.726,-7.414,-1.128
1592291215.474,-0.127,-10.748,-2.05
1592291215.478,0.343,-10.111,-3.903
1592291215.481,0.971,-8.963,-2.256
1592291215.485,1.245,-9.307,-1.628
1592291215.489,0.853,-9.365,-3.079
1592291215.493,0.167,-9.287,-1.932
1592291215.497,0.471,-9.865,-2.295
1592291215.501,1.128,-9.326,-3.236
1592291215.505,0.99,-9.591,-2.393
1592291215.509,0.686,-10.003,-2.354
1592291215.513,-0.108,-7.698,-2.501
1592291215.517,-0.745,-9.179,-1.049
1592291215.521,0.088,-9.905,-1.589
1592291215.525,1.451,-9.346,-3.599
1592291215.529,1.069,-9.003,-2.873
1592291215.533,0.824,-11.68,-3.697
1592291215.537,0.284,-8.522,-3.54
1592291215.54,0.108,-10.346,-2.393
1592291215.544,0.51,-9.787,-2.962
1592291215.548,0.804,-8.12,-3.825
1592291215.552,0.951,-8.944,-1.893
1592291215.556,0.706,-10.532,-1.206
1592291215.56,0.431,-10.65,-1.226
1592291215.564,0.49,-8.6,-0.765
1592291215.568,0.343,-9.159,-1.697
1592291215.572,-0.402,-10.67,-3.334
1592291215.576,-0.245,-8.718,-3.001
1592291215.58,0.069,-8.64,-1.991
1592291215.584,-0.471,-9.611,-3.001
1592291215.588,0.069,-8.679,-2.962
1592291215.592,0.412,-8.238,-2.01
1592291215.595,0.01,-9.865,-2.579
1592291215.599,0.686,-10.434,-3.521
1592291215.603,1.893,-8.483,-2.756
1592291215.607,1.167,-8.924,-2.491
1592291215.611,-0.588,-10.65,-2.962
1592291215.615,-1.147,-7.924,-1.491
1592291215.619,-1.736,-8.198,-0.549
1592291215.623,-1.451,-8.404,-1.549
1592291215.627,0.451,-8.963,-2.579
